playerID,yearID,votedBy,ballots,needed,votes,inducted,category,needed_note
connoro01,1964,Veterans,,,,N,Player,
connoro01,1974,Veterans,,,,N,Player,
connoro01,1975,Veterans,,,,N,Player,
connoro01,1976,Veterans,,,,Y,Player,
connoto01,1953,Veterans,,,,Y,Umpire,
connoto99,1953,Veterans,,,,Y,Umpire,
conrowi01,1945,BBWAA,247.0,186.0,1.0,N,Player,
coombja01,1937,BBWAA,201.0,151.0,2.0,N,Player,
coombja01,1938,BBWAA,262.0,197.0,2.0,N,Player,
coombja01,1946,Nominating Vote,202.0,,2.0,N,Player,Players in top 20 proceed to final ballot
coombja01,1948,BBWAA,121.0,91.0,2.0,N,Player,
coombja01,1951,BBWAA,226.0,170.0,1.0,N,Player,
coombja01,1953,Veterans,,,,N,Player,
coombja01,1955,Veterans,,,,N,Player,
coombja01,1957,Veterans,,,,N,Player,
coombja01,1959,Veterans,,,,N,Player,
coombja01,1961,Veterans,,,,N,Player,Finalist
coombja01,1962,Veterans,,,,N,Player,Preliminary poll
coombja01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
coombja01,1971,Veterans,,,,N,Player,
coopean99,2006,Negro League,,,,Y,Player,
coopece01,1993,BBWAA,423.0,318.0,0.0,N,Player,
coopemo01,1956,BBWAA,193.0,145.0,2.0,N,Player,
coopemo01,1958,BBWAA,266.0,200.0,3.0,N,Player,
coopemo01,1960,BBWAA,269.0,202.0,1.0,N,Player,
coopemo01,1969,BBWAA,340.0,255.0,3.0,N,Player,
coopemo01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopemo01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopemo01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopewa01,1968,BBWAA,283.0,213.0,8.0,N,Player,
coopewa01,1969,BBWAA,340.0,255.0,5.0,N,Player,
coopewa01,1970,BBWAA,300.0,225.0,9.0,N,Player,
coopewa01,1971,BBWAA,360.0,270.0,7.0,N,Player,
coopewa01,1972,BBWAA,396.0,297.0,8.0,N,Player,
coopewa01,1973,BBWAA,380.0,285.0,8.0,N,Player,
coopewa01,1974,BBWAA,365.0,274.0,9.0,N,Player,
coopewa01,1975,BBWAA,362.0,272.0,13.0,N,Player,
coopewa01,1976,BBWAA,388.0,291.0,56.0,N,Player,
coopewa01,1977,BBWAA,383.0,288.0,45.0,N,Player,
coopewa01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopewa01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopewa01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopewi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
coopewi01,1939,BBWAA,274.0,206.0,1.0,N,Player,
coopewi01,1948,BBWAA,121.0,91.0,2.0,N,Player,
coopewi01,1949,BBWAA,153.0,115.0,4.0,N,Player,
coopewi01,1951,BBWAA,226.0,170.0,1.0,N,Player,
coopewi01,1952,BBWAA,234.0,176.0,2.0,N,Player,
coopewi01,1953,BBWAA,264.0,198.0,9.0,N,Player,
coopewi01,1954,BBWAA,252.0,189.0,7.0,N,Player,
coopewi01,1955,BBWAA,251.0,189.0,11.0,N,Player,
coopewi01,1961,Veterans,,,,N,Player,Preliminary poll
coopewi01,1962,Veterans,,,,N,Player,
coopewi01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
coopewi01,1968,Veterans,,,,N,Player,
coopewi01,1976,Veterans,,,,N,Player,
coopewi01,1979,Veterans,,,,N,Player,At least 1 vote
coopewi01,1984,Veterans,,,,N,Player,
coopewi01,1985,Veterans,,,,N,Player,
coopewi01,1988,Veterans,18.0,14.0,,N,Player,
coopewi01,1991,Veterans,16.0,12.0,,N,Player,
coopewi01,1992,Veterans,16.0,12.0,,N,Player,
coopewi01,1995,Veterans,,,,N,Player,
coopewi01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopewi01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
coopewi01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
corcola01,1953,Veterans,,,,N,Player,
corcola01,1955,Veterans,,,,N,Player,
corcoto01,1961,Veterans,,,,N,Player,Preliminary poll
corcoto01,1962,Veterans,,,,N,Player,
corcoto01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
courtcl01,1967,BBWAA,292.0,219.0,1.0,N,Player,
covelst01,1938,BBWAA,262.0,197.0,1.0,N,Player,
covelst01,1948,BBWAA,121.0,91.0,2.0,N,Player,
covelst01,1949,BBWAA,153.0,115.0,3.0,N,Player,
covelst01,1950,BBWAA,168.0,126.0,1.0,N,Player,
covelst01,1958,BBWAA,266.0,200.0,34.0,N,Player,
covelst01,1959,Veterans,,,,N,Player,
covelst01,1961,Veterans,,,,N,Player,Finalist
covelst01,1962,Veterans,,,,N,Player,Preliminary poll
covelst01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
covelst01,1964,Veterans,,,,N,Player,
covelst01,1968,Veterans,,,,N,Player,
covelst01,1969,Veterans,,,,Y,Player,
coxbi02,1962,BBWAA,160.0,120.0,1.0,N,Player,
coxbo01,2014,Veterans - Expansion Era,16.0,12.0,16.0,Y,Manager,
craigro01,2003,Veterans - Contributors,,,,N,Manager,Preliminary ballot (60 contributors)
craigro01,2007,Veterans - Contributors,,,,N,Manager,Preliminary ballot (60 contributors)
cramedo01,1956,BBWAA,193.0,145.0,4.0,N,Player,
cramedo01,1958,BBWAA,266.0,200.0,2.0,N,Player,
cramedo01,1960,BBWAA,269.0,202.0,1.0,N,Player,
cramedo01,1962,BBWAA,160.0,120.0,1.0,N,Player,
cramedo01,1964,BBWAA,201.0,151.0,12.0,N,Player,
cramedo01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cramedo01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cramedo01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crandde01,1976,BBWAA,388.0,291.0,15.0,N,Player,
crandde01,1977,BBWAA,383.0,288.0,8.0,N,Player,
crandde01,1978,BBWAA,379.0,285.0,6.0,N,Player,
crandde01,1979,BBWAA,432.0,324.0,9.0,N,Player,
crandde01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crandde01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crandde01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cranddo01,1938,BBWAA,262.0,197.0,1.0,N,Player,
cravaga01,1937,BBWAA,201.0,151.0,2.0,N,Player,
cravaga01,1938,BBWAA,262.0,197.0,2.0,N,Player,
cravaga01,1939,BBWAA,274.0,206.0,2.0,N,Player,
cravaga01,1946,Nominating Vote,202.0,,1.0,N,Player,Players in top 20 proceed to final ballot
cravaga01,1947,BBWAA,161.0,121.0,2.0,N,Player,
cravaga01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cravaga01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cravaga01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crawfca02,2022,BBWAA,394.0,296.0,0.0,N,Player,
crawfsa01,1936,BBWAA,226.0,170.0,1.0,N,Player,
crawfsa01,1937,BBWAA,201.0,151.0,5.0,N,Player,
crawfsa01,1938,BBWAA,262.0,197.0,11.0,N,Player,
crawfsa01,1939,BBWAA,274.0,206.0,6.0,N,Player,
crawfsa01,1942,BBWAA,233.0,175.0,2.0,N,Player,
crawfsa01,1945,BBWAA,247.0,186.0,4.0,N,Player,
crawfsa01,1946,Nominating Vote,202.0,,9.0,N,Player,Players in top 20 proceed to final ballot
crawfsa01,1953,Veterans,,,,N,Player,
crawfsa01,1955,Veterans,,,,N,Player,
crawfsa01,1957,Veterans,,,,Y,Player,
crigelo01,1936,BBWAA,226.0,170.0,7.0,N,Player,
crigelo01,1936,Veterans,78.0,59.0,1.0,N,Player,
crigelo01,1937,BBWAA,201.0,151.0,16.0,N,Player,
crigelo01,1938,BBWAA,262.0,197.0,11.0,N,Player,
crigelo01,1939,BBWAA,274.0,206.0,2.0,N,Player,
crigelo01,1946,Nominating Vote,202.0,,6.0,N,Player,Players in top 20 proceed to final ballot
critzhu01,1956,BBWAA,193.0,145.0,2.0,N,Player,
cronijo01,1947,BBWAA,161.0,121.0,6.0,N,Player,
cronijo01,1948,BBWAA,121.0,91.0,25.0,N,Player,
cronijo01,1949,BBWAA,153.0,115.0,33.0,N,Player,
cronijo01,1949,Run Off,187.0,,16.0,N,Player,1st
cronijo01,1950,BBWAA,168.0,126.0,33.0,N,Player,
cronijo01,1951,BBWAA,226.0,170.0,44.0,N,Player,
cronijo01,1952,BBWAA,234.0,176.0,48.0,N,Player,
cronijo01,1953,BBWAA,264.0,198.0,69.0,N,Player,
cronijo01,1954,BBWAA,252.0,189.0,85.0,N,Player,
cronijo01,1955,BBWAA,251.0,189.0,135.0,N,Player,
cronijo01,1956,BBWAA,193.0,145.0,152.0,Y,Player,
crosefr01,1950,BBWAA,168.0,126.0,1.0,N,Player,
crosefr01,1952,BBWAA,234.0,176.0,1.0,N,Player,
crosefr01,1956,BBWAA,193.0,145.0,1.0,N,Player,
crosefr01,1958,BBWAA,266.0,200.0,5.0,N,Player,
crosefr01,1960,BBWAA,269.0,202.0,8.0,N,Player,
crosefr01,1968,BBWAA,283.0,213.0,15.0,N,Player,
crossla01,1939,BBWAA,274.0,206.0,1.0,N,Player,
crossla01,1942,BBWAA,233.0,175.0,1.0,N,Player,
crossla01,1953,Veterans,,,,N,Player,
crossla01,1955,Veterans,,,,N,Player,
crossla01,1957,Veterans,,,,N,Player,
crossla01,1959,Veterans,,,,N,Player,
crossla01,1961,Veterans,,,,N,Player,Finalist
crossla01,1962,Veterans,,,,N,Player,Preliminary poll
crossla01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
crossla01,1982,Veterans,,,,N,Player,
crossla01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crossla01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crossla01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
crowdal01,1958,BBWAA,266.0,200.0,1.0,N,Player,
crowdal01,1960,BBWAA,269.0,202.0,1.0,N,Player,
crowlte01,1989,BBWAA,447.0,336.0,0.0,N,Player,
cruiswa01,1938,BBWAA,262.0,197.0,1.0,N,Player,
cruzjo01,1994,BBWAA,456.0,342.0,2.0,N,Player,
cuccito01,1956,BBWAA,193.0,145.0,1.0,N,Player,
cuccito01,1958,BBWAA,266.0,200.0,3.0,N,Player,
cuddymi01,2021,BBWAA,401.0,301.0,0.0,N,Player,
cuellmi01,1983,BBWAA,374.0,281.0,0.0,N,Player,
cuellmi01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cuellmi01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cuellmi01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
cuellmi01,2009,Veterans - 1943 and Later,,,,N,Player,Preliminary poll
culpra01,1979,BBWAA,432.0,324.0,0.0,N,Player,
cummica01,1936,Veterans,78.0,59.0,0.0,N,Player,
cummica01,1939,Old Timers,,,,Y,Pioneer/Executive,
cuyleki01,1948,BBWAA,121.0,91.0,3.0,N,Player,
cuyleki01,1949,BBWAA,153.0,115.0,4.0,N,Player,
cuyleki01,1950,BBWAA,168.0,126.0,11.0,N,Player,
cuyleki01,1951,BBWAA,226.0,170.0,8.0,N,Player,
cuyleki01,1952,BBWAA,234.0,176.0,10.0,N,Player,
cuyleki01,1953,BBWAA,264.0,198.0,18.0,N,Player,
cuyleki01,1954,BBWAA,252.0,189.0,20.0,N,Player,
cuyleki01,1955,BBWAA,251.0,189.0,35.0,N,Player,
cuyleki01,1956,BBWAA,193.0,145.0,55.0,N,Player,
cuyleki01,1958,BBWAA,266.0,200.0,90.0,N,Player,
cuyleki01,1960,BBWAA,269.0,202.0,72.0,N,Player,
cuyleki01,1962,BBWAA,160.0,120.0,31.0,N,Player,
cuyleki01,1963,Veterans,,,,N,Player,Group B - Rule change removed from BBWAA ballot - two could be elected from Group B
cuyleki01,1964,Veterans,,,,N,Player,
cuyleki01,1968,Veterans,,,,Y,Player,
dahlebi01,1936,Veterans,78.0,59.0,1.0,N,Player,
dahlebi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
dahlebi01,1953,Veterans,,,,N,Player,
dahlebi01,1955,Veterans,,,,N,Player,
dahlebi01,1961,Veterans,,,,N,Player,Preliminary poll
dahlebi01,1962,Veterans,,,,N,Player,
dahlebi01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
dahlebi01,1980,Veterans,,,,N,Player,
dahlebi01,1988,Veterans,18.0,14.0,,N,Player,
dahlebi01,1994,Veterans,,,,N,Player,
dahlebi01,1995,Veterans,,,,N,Player,
dahlebi01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dahlebi01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dahlebi01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dahlebi01,2009,Veterans - Pre-1943,12.0,9.0,,N,Player,<3 votes
dahlebi01,2013,Veterans - Pre-Integration Era,16.0,12.0,10.0,N,Player,
dahlebi01,2016,Veterans - Pre-Integration Era,16.0,12.0,8.0,N,Player,
dahlebi01,2022,Veterans - Early Baseball Era,16.0,12.0,,N,Player,<4 votes
dailyhu01,1955,Veterans,,,,N,Player,
daltoha99,2003,Veterans - Contributors,79.0,60.0,6.0,N,Executive,
daltoha99,2007,Veterans - Contributors,81.0,61.0,8.0,,Executive,
damonjo01,2018,BBWAA,422.0,317.0,8.0,N,Player,
dandrra99,1979,Veterans,,,,N,Player,At least 1 vote
dandrra99,1980,Veterans,,,,N,Player,
dandrra99,1982,Veterans,,,,N,Player,
dandrra99,1983,Veterans,,,,N,Player,
dandrra99,1984,Veterans,,,,N,Player,
dandrra99,1985,Veterans,,,,N,Player,
dandrra99,1986,Veterans,,,,N,Player,
dandrra99,1987,Veterans,,,,Y,Player,
danniha01,1958,BBWAA,266.0,200.0,1.0,N,Player,
danniha01,1960,BBWAA,269.0,202.0,1.0,N,Player,
darkal01,1966,BBWAA,302.0,227.0,17.0,N,Player,
darkal01,1967,BBWAA,292.0,219.0,38.0,N,Player,
darkal01,1967,Run Off,306.0,,7.0,N,Player,Player receiving most votes inducted
darkal01,1968,BBWAA,283.0,213.0,36.0,N,Player,
darkal01,1969,BBWAA,340.0,255.0,48.0,N,Player,
darkal01,1970,BBWAA,300.0,225.0,55.0,N,Player,
darkal01,1971,BBWAA,360.0,270.0,54.0,N,Player,
darkal01,1972,BBWAA,396.0,297.0,55.0,N,Player,
darkal01,1973,BBWAA,380.0,285.0,53.0,N,Player,
darkal01,1974,BBWAA,365.0,274.0,54.0,N,Player,
darkal01,1975,BBWAA,362.0,272.0,48.0,N,Player,
darkal01,1976,BBWAA,388.0,291.0,62.0,N,Player,
darkal01,1977,BBWAA,383.0,288.0,66.0,N,Player,
darkal01,1978,BBWAA,379.0,285.0,60.0,N,Player,
darkal01,1979,BBWAA,432.0,324.0,80.0,N,Player,
darkal01,1980,BBWAA,385.0,289.0,43.0,N,Player,
darkal01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
darkal01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
darkal01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
darliro01,2001,BBWAA,515.0,387.0,1.0,N,Player,
darwida01,2004,BBWAA,506.0,380.0,0.0,N,Player,
daubeja01,1936,Veterans,78.0,59.0,1.0,N,Player,
daubeja01,1937,BBWAA,201.0,151.0,2.0,N,Player,
daubeja01,1938,BBWAA,262.0,197.0,1.0,N,Player,
daubeja01,1939,BBWAA,274.0,206.0,1.0,N,Player,
daubeja01,1951,BBWAA,226.0,170.0,1.0,N,Player,
daubeja01,1953,Veterans,,,,N,Player,
daubeja01,1955,BBWAA,251.0,189.0,1.0,N,Player,
daubeja01,1955,Veterans,,,,N,Player,
daubeja01,1959,Veterans,,,,N,Player,
daubeja01,1961,Veterans,,,,N,Player,
daubeja01,1962,Veterans,,,,N,Player,Preliminary poll
daubeja01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
daubeja01,1964,Veterans,,,,N,Player,
daubeja01,1968,Veterans,,,,N,Player,
daubeja01,1976,Veterans,,,,N,Player,
daubeja01,1979,Veterans,,,,N,Player,At least 1 vote
daubeja01,1980,Veterans,,,,N,Player,
daubeja01,1982,Veterans,,,,N,Player,
daubeja01,1983,Veterans,,,,N,Player,
daubeja01,1984,Veterans,,,,N,Player,
daubeja01,1991,Veterans,16.0,12.0,,N,Player,
daubeja01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
daubeja01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
daubeja01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dauerri01,1991,BBWAA,443.0,333.0,0.0,N,Player,
daultda01,2003,BBWAA,496.0,372.0,1.0,N,Player,
davalvi01,1986,BBWAA,425.0,319.0,0.0,N,Player,
davisch01,2005,BBWAA,516.0,387.0,3.0,N,Player,
daviscu01,1958,BBWAA,266.0,200.0,1.0,N,Player,
daviser01,2007,BBWAA,545.0,409.0,3.0,N,Player,
davisge01,1959,Veterans,,,,N,Player,
davisge01,1995,Veterans,,,,N,Player,
davisge01,1996,Veterans,14.0,11.0,,N,Player,
davisge01,1998,Veterans,,,,Y,Player,
davisha01,1945,BBWAA,247.0,186.0,1.0,N,Player,
davisha01,1946,Nominating Vote,202.0,,2.0,N,Player,Players in top 20 proceed to final ballot
davisma01,2003,BBWAA,496.0,372.0,1.0,N,Player,
davissp01,1948,BBWAA,121.0,91.0,1.0,N,Player,
davissp01,1949,BBWAA,153.0,115.0,1.0,N,Player,
davisto02,1982,BBWAA,415.0,312.0,5.0,N,Player,
davisto02,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
davisto02,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
davisto02,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
daviswi02,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
daviswi02,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
daviswi02,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dawsoan01,2002,BBWAA,472.0,354.0,214.0,N,Player,
dawsoan01,2003,BBWAA,496.0,372.0,248.0,N,Player,
dawsoan01,2004,BBWAA,506.0,380.0,253.0,N,Player,
dawsoan01,2005,BBWAA,516.0,387.0,270.0,N,Player,
dawsoan01,2006,BBWAA,520.0,390.0,317.0,N,Player,
dawsoan01,2007,BBWAA,545.0,409.0,309.0,N,Player,
dawsoan01,2008,BBWAA,543.0,408.0,358.0,N,Player,
dawsoan01,2009,BBWAA,539.0,405.0,361.0,N,Player,
dawsoan01,2010,BBWAA,539.0,405.0,420.0,Y,Player,
dayle99,1989,Veterans,,,,N,Player,
dayle99,1991,Veterans,16.0,12.0,,N,Player,Among the frontrunners in the other category
dayle99,1992,Veterans,16.0,12.0,7.0,N,Player,
dayle99,1993,Veterans,16.0,12.0,11.0,N,Player,Missed by one vote when friend and committee member Roy Campanella was unable to attend due to illness
dayle99,1994,Veterans,,,,N,Player,
dayle99,1995,Veterans,,,,Y,Player,
deandi01,1945,BBWAA,247.0,186.0,17.0,N,Player,
deandi01,1946,Final Ballot,263.0,198.0,45.0,N,Player,
deandi01,1946,Nominating Vote,202.0,,40.0,N,Player,Players in top 20 proceed to final ballot
deandi01,1947,BBWAA,161.0,121.0,88.0,N,Player,
deandi01,1948,BBWAA,121.0,91.0,40.0,N,Player,
deandi01,1949,BBWAA,153.0,115.0,88.0,N,Player,
deandi01,1949,Run Off,187.0,,81.0,N,Player,1st
deandi01,1950,BBWAA,168.0,126.0,85.0,N,Player,
deandi01,1951,BBWAA,226.0,170.0,145.0,N,Player,
deandi01,1952,BBWAA,234.0,176.0,152.0,N,Player,
deandi01,1953,BBWAA,264.0,198.0,209.0,Y,Player,
decindo01,1993,BBWAA,423.0,318.0,2.0,N,Player,
delahed01,1936,BBWAA,226.0,170.0,17.0,N,Player,
delahed01,1936,Veterans,78.0,59.0,21.0,N,Player,
delahed01,1937,BBWAA,201.0,151.0,70.0,N,Player,
delahed01,1938,BBWAA,262.0,197.0,132.0,N,Player,
delahed01,1939,BBWAA,274.0,206.0,145.0,N,Player,
delahed01,1942,BBWAA,233.0,175.0,104.0,N,Player,
delahed01,1945,BBWAA,247.0,186.0,111.0,N,Player,
delahed01,1945,Old Timers,,,,Y,Player,
delgaca01,2015,BBWAA,549.0,412.0,21.0,N,Player,
delgaca01,2026,Contemporary Baseball Era,16.0,12.0,9.0,N,Player,
demosbi01,1982,Veterans,,,,N,Player,
dempsri01,1998,BBWAA,473.0,355.0,1.0,N,Player,
dennyje01,1936,Veterans,78.0,59.0,6.0,N,Player,
dennyje01,1953,Veterans,,,,N,Player,
dennyje01,1955,Veterans,,,,N,Player,
dennyjo01,1992,BBWAA,430.0,323.0,0.0,N,Player,
dentbu01,1990,BBWAA,444.0,333.0,3.0,N,Player,
derripa01,1948,BBWAA,121.0,91.0,1.0,N,Player,
derripa01,1950,BBWAA,168.0,126.0,1.0,N,Player,
derripa01,1951,BBWAA,226.0,170.0,1.0,N,Player,
derripa01,1955,BBWAA,251.0,189.0,1.0,N,Player,
derripa01,1956,BBWAA,193.0,145.0,12.0,N,Player,
derripa01,1958,BBWAA,266.0,200.0,15.0,N,Player,
derripa01,1960,BBWAA,269.0,202.0,8.0,N,Player,
derripa01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
derripa01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
derripa01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
deshaji01,2001,BBWAA,515.0,387.0,1.0,N,Player,
devinbi99,2007,Veterans - Contributors,,,,N,Executive,Preliminary ballot (60 contributors)
dickebi01,1945,BBWAA,247.0,186.0,17.0,N,Player,
dickebi01,1946,Final Ballot,263.0,198.0,32.0,N,Player,
dickebi01,1946,Nominating Vote,202.0,,40.0,N,Player,Players in top 20 proceed to final ballot
dickebi01,1948,BBWAA,121.0,91.0,39.0,N,Player,
dickebi01,1949,BBWAA,153.0,115.0,65.0,N,Player,
dickebi01,1949,Run Off,187.0,,39.0,N,Player,1st
dickebi01,1950,BBWAA,168.0,126.0,78.0,N,Player,
dickebi01,1951,BBWAA,226.0,170.0,118.0,N,Player,
dickebi01,1952,BBWAA,234.0,176.0,139.0,N,Player,
dickebi01,1953,BBWAA,264.0,198.0,179.0,N,Player,
dickebi01,1954,BBWAA,252.0,189.0,202.0,Y,Player,
dickera01,2023,BBWAA,389.0,292.0,1.0,N,Player,
dierkla01,1983,BBWAA,374.0,281.0,0.0,N,Player,
dihigma99,1977,Negro League,,,,Y,Player,
dimagdo01,1960,BBWAA,269.0,202.0,4.0,N,Player,
dimagdo01,1962,BBWAA,160.0,120.0,2.0,N,Player,
dimagdo01,1964,BBWAA,201.0,151.0,12.0,N,Player,
dimagdo01,1968,BBWAA,283.0,213.0,8.0,N,Player,
dimagdo01,1969,BBWAA,340.0,255.0,13.0,N,Player,
dimagdo01,1970,BBWAA,300.0,225.0,15.0,N,Player,
dimagdo01,1971,BBWAA,360.0,270.0,15.0,N,Player,
dimagdo01,1972,BBWAA,396.0,297.0,36.0,N,Player,
dimagdo01,1973,BBWAA,380.0,285.0,43.0,N,Player,
dimagdo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
dimagdo01,1996,Veterans,14.0,11.0,8.0,N,Player,
dimagdo01,1997,Veterans,,,,N,Player,
dimagdo01,1998,Veterans,,,,N,Player,
dimagdo01,1999,Veterans,,,,N,Player,
dimagdo01,2000,Veterans,,,,N,Player,
dimagdo01,2001,Veterans,,,,N,Player,
dimagdo01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dimagdo01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dimagdo01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
dimagjo01,1945,BBWAA,247.0,186.0,1.0,N,Player,
dimagjo01,1953,BBWAA,264.0,198.0,117.0,N,Player,
dimagjo01,1954,BBWAA,252.0,189.0,175.0,N,Player,
dimagjo01,1955,BBWAA,251.0,189.0,223.0,Y,Player,
dinnebi01,1938,BBWAA,262.0,197.0,4.0,N,Player,
dinnebi01,1939,BBWAA,274.0,206.0,7.0,N,Player,
dinnebi01,1942,BBWAA,233.0,175.0,1.0,N,Player,
dinnebi01,1945,BBWAA,247.0,186.0,1.0,N,Player,
dinnebi01,1946,Nominating Vote,202.0,,1.0,N,Player,Players in top 20 proceed to final ballot
dinnebi01,1953,Veterans,,,,N,Umpire,
dinnebi01,1955,Veterans,,,,N,Umpire,
dinnebi01,1956,BBWAA,193.0,145.0,1.0,N,Player,
dinnebi01,1961,Veterans,,,,N,Umpire,Finalist
dinnebi01,1962,Veterans,,,,N,Umpire,Preliminary poll
dinnebi01,1963,Veterans,,,,N,Umpire,Group A - Holdover from 1962 ballot - two could be elected from Group A
dinnebi01,1964,Veterans,,,,N,Umpire,
dinnebi01,1995,Veterans,,,,N,Umpire,
dinnebi01,2003,Veterans - Contributors,,,,N,Umpire,Preliminary ballot (60 contributors)
dinnebi01,2007,Veterans - Contributors,,,,N,Umpire,Preliminary ballot (60 contributors)
disarga01,2006,BBWAA,520.0,390.0,0.0,N,Player,
dixonra01,1982,Veterans,,,,N,Player,
dixonra01,2006,Negro League,,,,N,Player,
doakbi01,1958,BBWAA,266.0,200.0,3.0,N,Player,
dobsopa01,1983,BBWAA,374.0,281.0,0.0,N,Player,
dobyla01,1966,BBWAA,302.0,227.0,7.0,N,Player,
dobyla01,1967,BBWAA,292.0,219.0,10.0,N,Player,
dobyla01,1967,Run Off,306.0,,1.0,N,Player,Player receiving most votes inducted
dobyla01,1995,Veterans,,,,N,Player,
dobyla01,1996,Veterans,14.0,11.0,7.0,N,Player,
dobyla01,1997,Veterans,,,,N,Player,
dobyla01,1998,Veterans,,,,Y,Player,
doerrbo01,1953,BBWAA,264.0,198.0,2.0,N,Player,
doerrbo01,1956,BBWAA,193.0,145.0,5.0,N,Player,
doerrbo01,1958,BBWAA,266.0,200.0,25.0,N,Player,
doerrbo01,1960,BBWAA,269.0,202.0,15.0,N,Player,
doerrbo01,1962,BBWAA,160.0,120.0,10.0,N,Player,
doerrbo01,1964,BBWAA,201.0,151.0,24.0,N,Player,
doerrbo01,1964,Run Off,201.0,,5.0,N,Player,Player receiving most votes inducted
doerrbo01,1966,BBWAA,302.0,227.0,30.0,N,Player,
doerrbo01,1967,BBWAA,292.0,219.0,35.0,N,Player,
doerrbo01,1967,Run Off,306.0,,15.0,N,Player,Player receiving most votes inducted
doerrbo01,1968,BBWAA,283.0,213.0,48.0,N,Player,
doerrbo01,1969,BBWAA,340.0,255.0,62.0,N,Player,
doerrbo01,1970,BBWAA,300.0,225.0,75.0,N,Player,
doerrbo01,1971,BBWAA,360.0,270.0,78.0,N,Player,
doerrbo01,1981,Veterans,,,,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
doerrbo01,1984,Veterans,,,,N,Player,
doerrbo01,1985,Veterans,,,,N,Player,
doerrbo01,1986,Veterans,,,,Y,Player,
donaljo01,2006,Negro League,,,,N,Player,
